timeStemp,Label,Dist_mm_1,Dist_mm_2,Dist_mm_3,Dist_mm_4,RSSI_1,RSSI_2,RSSI_3,RSSI_4,Std_mm_1,Std_mm_2,Std_mm_3,Std_mm_4
666109686,4-1,3764.0,4702.0,-1045.0,9111.0,-65.0,-69.0,-46.0,-60.0,2074.0,1432.0,894.0,165.0
666111870,4-1,4175.0,4848.0,-1124.0,9033.0,-64.0,-68.0,-52.0,-61.0,1782.0,1243.0,961.0,192.0
666111100,4-1,3882.0,4966.0,-772.0,9063.0,-64.0,-69.0,-51.0,-59.0,2031.0,1167.0,759.0,316.0
666110714,4-1,4116.0,4790.0,-1006.0,8877.0,-64.0,-69.0,-51.0,-60.0,1986.0,1318.0,906.0,207.0
666108680,4-1,4194.0,4790.0,-1085.0,9033.0,-65.0,-71.0,-52.0,-60.0,1687.0,1196.0,1013.0,90.0
666109004,4-1,4077.0,4966.0,-928.0,8994.0,-65.0,-69.0,-50.0,-60.0,1879.0,1228.0,864.0,138.0
666108904,4-1,4077.0,4761.0,-889.0,9033.0,-66.0,-70.0,-51.0,-60.0,1761.0,1310.0,874.0,126.0
666110868,4-1,3960.0,4702.0,-1124.0,8877.0,-65.0,-69.0,-51.0,-61.0,2054.0,1338.0,918.0,170.0
666110470,4-1,3960.0,4760.0,-1085.0,9063.0,-64.0,-69.0,-52.0,-60.0,2049.0,1365.0,955.0,94.0
666113574,4-1,5010.0,4663.0,-928.0,9072.0,-60.0,-70.0,-52.0,-59.0,1860.0,1312.0,792.0,64.0
666112803,4-1,3764.0,4966.0,-1045.0,9072.0,-66.0,-69.0,-50.0,-60.0,2189.0,1225.0,876.0,144.0
666111579,4-1,3921.0,4936.0,-967.0,9092.0,-65.0,-68.0,-51.0,-60.0,2068.0,1160.0,853.0,57.0
666109813,4-1,3921.0,4848.0,-1124.0,9111.0,-65.0,-69.0,-51.0,-60.0,2026.0,1306.0,918.0,120.0
666109222,4-1,1846.0,4907.0,-850.0,8994.0,-56.0,-69.0,-51.0,-60.0,3435.0,1274.0,813.0,126.0
666111842,4-1,3960.0,4761.0,-967.0,9163.0,-64.0,-68.0,-52.0,-59.0,2023.0,1310.0,908.0,198.0
666113221,4-1,4038.0,4760.0,-772.0,8540.0,-67.0,-70.0,-52.0,-56.0,1810.0,1328.0,1137.0,548.0
666113307,4-1,3960.0,4819.0,-1006.0,8955.0,-65.0,-69.0,-52.0,-60.0,2050.0,1392.0,846.0,140.0
666110989,4-1,3960.0,4790.0,-1124.0,8916.0,-65.0,-69.0,-52.0,-61.0,2020.0,1312.0,914.0,117.0
666109074,4-1,4038.0,4966.0,-1003.0,8955.0,-64.0,-69.0,-47.0,-60.0,1940.0,1190.0,901.0,229.0
666113436,4-1,3960.0,4907.0,-1084.0,9111.0,-68.0,-69.0,-52.0,-60.0,924.0,1256.0,897.0,89.0
666111379,4-1,3960.0,4731.0,-889.0,9111.0,-64.0,-69.0,-50.0,-61.0,2049.0,1340.0,808.0,66.0
666112448,4-1,1689.0,4848.0,,,-57.0,-69.0,,,3710.0,1225.0,,
666112048,4-1,3960.0,4878.0,-919.0,9033.0,-65.0,-68.0,-46.0,-62.0,2023.0,1173.0,818.0,115.0
666113750,4-1,4038.0,4848.0,-1124.0,9033.0,-67.0,-70.0,-53.0,-60.0,842.0,1320.0,1015.0,56.0
666108574,4-1,4194.0,4467.0,-1094.0,9111.0,-64.0,-68.0,-51.0,-60.0,1886.0,1336.0,897.0,140.0
666112077,4-1,3940.0,4878.0,,9033.0,-65.0,-69.0,,-61.0,2023.0,1191.0,,91.0
666114176,4-1,3921.0,4731.0,-847.0,8994.0,-66.0,-70.0,-51.0,-60.0,1545.0,1400.0,886.0,214.0
666109885,4-1,3921.0,4936.0,-1085.0,9072.0,-65.0,-69.0,-51.0,-60.0,2068.0,1190.0,953.0,125.0
666111650,4-1,3213.0,4643.0,-889.0,8994.0,-59.0,-69.0,-51.0,-61.0,2524.0,1366.0,808.0,122.0
666113978,4-1,4038.0,4761.0,-928.0,9150.0,-66.0,-69.0,-52.0,-60.0,2054.0,1384.0,940.0,112.0
666111464,4-1,3882.0,4731.0,-850.0,9072.0,-57.0,-69.0,-51.0,-60.0,1963.0,1342.0,840.0,134.0
666110885,4-1,3843.0,4731.0,-889.0,9033.0,-65.0,-69.0,-51.0,-61.0,2107.0,1360.0,860.0,107.0
666109856,4-1,3882.0,4907.0,-928.0,9111.0,-65.0,-69.0,-51.0,-60.0,2088.0,1217.0,892.0,228.0
666112591,4-1,3921.0,4761.0,-889.0,9033.0,-66.0,-69.0,-49.0,-60.0,2025.0,1307.0,874.0,105.0
666111494,4-1,3804.0,4907.0,-889.0,9092.0,-65.0,-69.0,-51.0,-59.0,2098.0,1158.0,1092.0,200.0
666109351,4-1,4038.0,4731.0,-1124.0,9033.0,-65.0,-69.0,-48.0,-60.0,1911.0,1360.0,872.0,114.0
666109164,4-1,3960.0,4790.0,-967.0,8877.0,-65.0,-69.0,-51.0,-60.0,1963.0,1216.0,1129.0,218.0
666108962,4-1,4155.0,4907.0,-772.0,9150.0,-65.0,-69.0,-50.0,-59.0,1796.0,1137.0,756.0,79.0
666112248,4-1,4077.0,5053.0,-1085.0,8955.0,-66.0,-68.0,-51.0,-61.0,1936.0,1162.0,897.0,131.0
666113093,4-1,4658.0,4761.0,-1621.0,9092.0,-60.0,-68.0,-46.0,-61.0,1900.0,1431.0,1361.0,64.0
666111297,4-1,3882.0,4995.0,-928.0,9121.0,-64.0,-69.0,-52.0,-60.0,2074.0,1155.0,818.0,49.0
666114148,4-1,3960.0,4731.0,-1084.0,9150.0,-66.0,-70.0,-53.0,-60.0,1901.0,1325.0,986.0,887.0
666108890,4-1,4038.0,4761.0,-1042.0,9009.0,-65.0,-69.0,-48.0,-57.0,1896.0,1249.0,881.0,252.0
666113466,4-1,4087.0,4790.0,-928.0,8994.0,-68.0,-69.0,-51.0,-60.0,1398.0,1318.0,834.0,103.0
666111693,4-1,3764.0,4878.0,-1124.0,9033.0,-65.0,-68.0,-52.0,-61.0,2103.0,1232.0,914.0,112.0
666112133,4-1,3921.0,4907.0,-1045.0,9072.0,-66.0,-69.0,-48.0,-61.0,2049.0,1175.0,1149.0,140.0
666112533,4-1,3843.0,4702.0,-967.0,9033.0,-65.0,-69.0,-51.0,-61.0,2079.0,1413.0,915.0,183.0
666110757,4-1,3960.0,4848.0,-808.0,9033.0,-64.0,-69.0,-50.0,-60.0,2049.0,1284.0,798.0,146.0
666113880,4-1,3843.0,4702.0,-1006.0,9033.0,-65.0,-70.0,-52.0,-60.0,1490.0,1396.0,856.0,101.0
666110411,4-1,3921.0,4848.0,-1045.0,8337.0,-65.0,-69.0,-52.0,-57.0,2069.0,1228.0,894.0,736.0
666109365,4-1,2765.0,4760.0,-1045.0,8955.0,-54.0,-69.0,-51.0,-60.0,2804.0,1325.0,915.0,193.0
666110366,4-1,3803.0,5083.0,-1504.0,8716.0,-64.0,-69.0,-43.0,-60.0,2112.0,1112.0,1303.0,552.0
666110252,4-1,4077.0,4878.0,-1120.0,9033.0,-65.0,-69.0,-49.0,-60.0,1950.0,1151.0,930.0,49.0
666114517,4-1,3999.0,4819.0,-1006.0,8955.0,-65.0,-71.0,-54.0,-61.0,2075.0,1219.0,1005.0,151.0
666108627,4-1,4077.0,5698.0,-1036.0,9033.0,-65.0,-75.0,-54.0,-57.0,1981.0,1653.0,813.0,181.0
666113078,4-1,3803.0,4848.0,-1006.0,9062.0,-67.0,-69.0,-50.0,-60.0,1232.0,1263.0,860.0,125.0
666114359,4-1,4116.0,4731.0,-889.0,8955.0,-65.0,-71.0,-54.0,-60.0,847.0,1321.0,896.0,129.0
666109393,4-1,4038.0,4731.0,-1006.0,9033.0,-65.0,-69.0,-51.0,-60.0,2011.0,1322.0,906.0,141.0
666112704,4-1,3999.0,5024.0,-967.0,9033.0,-66.0,-69.0,-52.0,-61.0,1931.0,1102.0,904.0,184.0
666108708,4-1,3999.0,4643.0,-928.0,9004.0,-67.0,-71.0,-50.0,-60.0,1844.0,1291.0,868.0,71.0
666110671,4-1,3921.0,4819.0,-1006.0,8994.0,-64.0,-69.0,-51.0,-60.0,2084.0,1335.0,878.0,153.0
666109059,4-1,4116.0,5434.0,-1124.0,9033.0,-64.0,-70.0,-51.0,-60.0,1857.0,1235.0,963.0,93.0
666114302,4-1,3921.0,4761.0,-1006.0,9111.0,-67.0,-71.0,-53.0,-60.0,1921.0,1305.0,922.0,84.0
666113649,4-1,,,-967.0,,,,-54.0,,,,926.0,
666111508,4-1,3686.0,4673.0,-811.0,8916.0,-65.0,-69.0,-51.0,-59.0,2141.0,1333.0,765.0,117.0
666112418,4-1,3960.0,4702.0,-928.0,9072.0,-66.0,-69.0,-51.0,-60.0,1935.0,1397.0,776.0,130.0
666113992,4-1,4038.0,4848.0,-1094.0,9111.0,-66.0,-70.0,-51.0,-60.0,1011.0,1248.0,938.0,93.0
666113235,4-1,4116.0,4790.0,-928.0,9072.0,-67.0,-70.0,-51.0,-60.0,1755.0,1274.0,878.0,89.0
666111780,4-1,3999.0,4995.0,-1006.0,8955.0,-63.0,-68.0,-52.0,-61.0,1974.0,1171.0,902.0,92.0
666111393,4-1,2744.0,4966.0,-967.0,8994.0,-56.0,-69.0,-50.0,-60.0,2801.0,1130.0,813.0,216.0
666111450,4-1,3843.0,4966.0,-850.0,8569.0,-66.0,-69.0,-51.0,-60.0,2138.0,1208.0,773.0,706.0
666112633,4-1,3921.0,4848.0,-1085.0,8955.0,-65.0,-69.0,-52.0,-60.0,2098.0,1204.0,913.0,115.0
666114274,4-1,3843.0,4731.0,-1045.0,8994.0,-66.0,-69.0,-53.0,-60.0,1861.0,1362.0,965.0,154.0
666112001,4-1,4077.0,4761.0,-1045.0,9033.0,-65.0,-69.0,-52.0,-62.0,1962.0,1287.0,892.0,149.0
666114676,4-1,3804.0,4761.0,-1124.0,8955.0,-67.0,-69.0,-54.0,-60.0,1941.0,1447.0,1136.0,278.0
666114503,4-1,3804.0,5786.0,-1085.0,9072.0,-65.0,-70.0,-51.0,-60.0,2098.0,1031.0,939.0,59.0
666112747,4-1,3999.0,4819.0,-1163.0,9111.0,-67.0,-69.0,-52.0,-61.0,1903.0,1299.0,936.0,77.0
666113422,4-1,3999.0,5083.0,-889.0,9033.0,-68.0,-69.0,-52.0,-60.0,1748.0,1146.0,791.0,105.0
666112276,4-1,4077.0,4878.0,-1124.0,9033.0,-65.0,-69.0,-47.0,-61.0,1992.0,1151.0,943.0,82.0
666111311,4-1,3174.0,4936.0,-928.0,8994.0,-56.0,-69.0,-52.0,-60.0,2496.0,1101.0,907.0,112.0
666110742,4-1,3843.0,4878.0,-1045.0,9111.0,-64.0,-69.0,-52.0,-60.0,2095.0,1229.0,909.0,71.0
666109104,4-1,4038.0,4878.0,-967.0,8955.0,-64.0,-70.0,-51.0,-60.0,1896.0,1235.0,868.0,143.0
666111522,4-1,3608.0,5024.0,-1045.0,8994.0,-65.0,-68.0,-51.0,-61.0,2223.0,1061.0,862.0,132.0
666111157,4-1,4155.0,4907.0,-928.0,9072.0,-65.0,-69.0,-47.0,-60.0,1940.0,1239.0,1188.0,67.0
666112831,4-1,3764.0,4614.0,-733.0,9072.0,-67.0,-69.0,-50.0,-61.0,2105.0,1417.0,753.0,91.0
666112116,4-1,3882.0,4702.0,-1006.0,9016.0,-66.0,-69.0,-52.0,-60.0,1812.0,1353.0,148.0,125.0
666109956,4-1,3843.0,4848.0,-928.0,8955.0,-65.0,-69.0,-51.0,-61.0,2007.0,1324.0,838.0,126.0
666109250,4-1,4038.0,4936.0,-1045.0,9033.0,-65.0,-69.0,-51.0,-60.0,1910.0,1167.0,967.0,127.0
666108537,4-1,4272.0,4790.0,-1045.0,8877.0,-67.0,-71.0,-56.0,-58.0,1867.0,1119.0,691.0,211.0
666114794,4-1,4194.0,5083.0,-1163.0,8838.0,-65.0,-67.0,-55.0,-60.0,1992.0,1187.0,1138.0,195.0
666109193,4-1,4038.0,4673.0,-889.0,9033.0,-64.0,-69.0,-51.0,-60.0,1926.0,1330.0,846.0,39.0
666109615,4-1,3764.0,5053.0,-1045.0,8994.0,-65.0,-69.0,-52.0,-60.0,2146.0,1105.0,936.0,132.0
666111366,4-1,4077.0,4878.0,-850.0,8916.0,-65.0,-69.0,-51.0,-61.0,2022.0,1271.0,928.0,107.0
666108990,4-1,4038.0,4878.0,-1163.0,9033.0,-65.0,-70.0,-50.0,-60.0,1924.0,1153.0,905.0,133.0
666112177,4-1,3999.0,4819.0,-967.0,9072.0,-66.0,-68.0,-52.0,-61.0,2002.0,1282.0,853.0,113.0
666113650,4-1,3765.0,4995.0,,9033.0,-67.0,-70.0,,-58.0,930.0,1211.0,,256.0
666109772,4-1,3764.0,4848.0,-889.0,8975.0,-65.0,-69.0,-51.0,-60.0,2118.0,1303.0,834.0,286.0
666113264,4-1,3882.0,4731.0,-1085.0,9150.0,-68.0,-69.0,-51.0,-60.0,2031.0,1458.0,909.0,97.0
666114473,4-1,3960.0,4673.0,-1045.0,9072.0,-64.0,-69.0,-53.0,-61.0,1939.0,1368.0,1050.0,124.0
666109236,4-1,4038.0,4702.0,-967.0,9072.0,-65.0,-70.0,-51.0,-60.0,1924.0,1413.0,1320.0,157.0
666113350,4-1,4038.0,4819.0,-889.0,9092.0,-67.0,-69.0,-51.0,-58.0,1926.0,1219.0,910.0,250.0
666112191,4-1,3999.0,4907.0,-928.0,9062.0,-60.0,-68.0,-51.0,-61.0,2002.0,1137.0,852.0,64.0
666111856,4-1,3921.0,4966.0,-928.0,9180.0,-64.0,-68.0,-52.0,-59.0,1982.0,1186.0,915.0,271.0
666108694,4-1,4077.0,4790.0,-889.0,8916.0,-67.0,-71.0,-50.0,-61.0,1750.0,1241.0,878.0,145.0
666112915,4-1,3921.0,4819.0,-928.0,9063.0,-65.0,-69.0,-50.0,-59.0,2013.0,1277.0,919.0,114.0
666109729,4-1,3882.0,4936.0,-928.0,9033.0,-65.0,-68.0,-51.0,-60.0,2048.0,1183.0,884.0,114.0
666113936,4-1,3882.0,4936.0,-850.0,9033.0,-66.0,-70.0,-52.0,-59.0,2074.0,1144.0,902.0,107.0
666112334,4-1,3999.0,4848.0,-1045.0,8994.0,-65.0,-69.0,-51.0,-59.0,1958.0,1266.0,936.0,126.0
666110812,4-1,3882.0,4643.0,-889.0,8994.0,-64.0,-69.0,-47.0,-60.0,2031.0,1383.0,1297.0,124.0
666113107,4-1,4116.0,4585.0,-1241.0,9033.0,-66.0,-67.0,-51.0,-60.0,2002.0,1490.0,976.0,52.0
666114707,4-1,3764.0,4995.0,-1280.0,8916.0,-65.0,-70.0,-54.0,-60.0,1515.0,1274.0,1181.0,166.0
666110347,4-1,3960.0,4790.0,-1045.0,9072.0,-64.0,-69.0,-49.0,-60.0,2083.0,1356.0,1115.0,162.0
666112788,4-1,3803.0,4995.0,-1006.0,9111.0,-66.0,-69.0,-46.0,-60.0,2068.0,1135.0,836.0,79.0
666114574,4-1,3921.0,7202.0,-967.0,8994.0,-67.0,-70.0,-53.0,-62.0,2057.0,1359.0,1006.0,131.0
666112975,4-1,3999.0,4526.0,-1085.0,9121.0,-66.0,-70.0,-50.0,-59.0,2002.0,1404.0,881.0,56.0
666111885,4-1,2705.0,4878.0,-1045.0,8994.0,-58.0,-69.0,-51.0,-61.0,2894.0,1155.0,919.0,123.0
666109264,4-1,3960.0,4878.0,-967.0,8916.0,-65.0,-69.0,-50.0,-60.0,1991.0,1212.0,813.0,175.0
666113621,4-1,3843.0,4819.0,-1124.0,9033.0,-67.0,-70.0,-47.0,-60.0,950.0,1316.0,1073.0,129.0
666109207,4-1,3960.0,4819.0,-850.0,9033.0,-65.0,-69.0,-50.0,-61.0,1993.0,1240.0,808.0,169.0
666110928,4-1,3843.0,5024.0,-850.0,8994.0,-64.0,-69.0,-51.0,-60.0,2136.0,1174.0,835.0,108.0
666111142,4-1,3999.0,4936.0,-1085.0,9033.0,-64.0,-69.0,-46.0,-60.0,2087.0,1242.0,1496.0,95.0
666114765,4-1,3921.0,5024.0,-1163.0,8994.0,-65.0,-67.0,-55.0,-61.0,2331.0,1176.0,1181.0,172.0
666111114,4-1,4038.0,4819.0,-928.0,9092.0,-64.0,-69.0,-52.0,-59.0,2042.0,1374.0,876.0,282.0
666110854,4-1,3960.0,4731.0,-889.0,8994.0,-65.0,-69.0,-51.0,-61.0,2079.0,1341.0,860.0,146.0
666109319,4-1,,,-889.0,9072.0,,,-51.0,-60.0,,,816.0,91.0
666109178,4-1,3921.0,4907.0,-928.0,8994.0,-65.0,-69.0,-51.0,-60.0,2054.0,1196.0,784.0,169.0
665746332,4-11,-1313.0,6147.0,4684.0,5557.0,-54.0,-75.0,-57.0,-59.0,553.0,1249.0,1252.0,257.0
665741262,4-11,-1234.0,6499.0,5116.0,5557.0,-52.0,-74.0,-63.0,-59.0,523.0,984.0,900.0,276.0
665742741,4-11,-1195.0,7397.0,4508.0,5713.0,-52.0,-75.0,-57.0,-59.0,587.0,947.0,1423.0,217.0
665740583,4-11,-1630.0,7671.0,5057.0,5869.0,-45.0,-74.0,-63.0,-60.0,880.0,1029.0,951.0,143.0
665745426,4-11,,6382.0,4998.0,5518.0,,-75.0,-62.0,-59.0,,1001.0,803.0,306.0
665745290,4-11,-1156.0,6382.0,5047.0,5596.0,-52.0,-74.0,-62.0,-59.0,455.0,919.0,819.0,294.0
665742423,4-11,-1195.0,6382.0,,,-53.0,-75.0,,,579.0,987.0,,
665742422,4-11,,,5145.0,5518.0,,,-62.0,-59.0,,,961.0,296.0
665746286,4-11,-1234.0,7319.0,5086.0,5674.0,-54.0,-74.0,-62.0,-55.0,575.0,830.0,872.0,368.0
665742465,4-11,-1039.0,6616.0,5028.0,5842.0,-53.0,-74.0,-62.0,-58.0,459.0,859.0,907.0,272.0
665746180,4-11,-1156.0,8374.0,4942.0,5400.0,-52.0,-74.0,-59.0,-58.0,521.0,895.0,1062.0,464.0
665741188,4-11,-1235.0,6382.0,4940.0,5752.0,-52.0,-74.0,-58.0,-59.0,638.0,1066.0,1824.0,409.0
665743031,4-11,-1391.0,6264.0,5086.0,5713.0,-52.0,-74.0,-63.0,-58.0,729.0,967.0,948.0,350.0
665745040,4-11,-1078.0,6343.0,5057.0,5557.0,-52.0,-75.0,-60.0,-59.0,475.0,904.0,958.0,289.0
665740722,4-11,-1313.0,6460.0,4998.0,5557.0,-52.0,-74.0,-63.0,-59.0,670.0,814.0,900.0,307.0
665742238,4-11,-1235.0,6304.0,5086.0,5557.0,-53.0,-74.0,-63.0,-59.0,587.0,996.0,981.0,331.0
665744131,4-11,-1274.0,6577.0,5086.0,5674.0,-52.0,-74.0,-62.0,-59.0,595.0,850.0,861.0,289.0
665741217,4-11,-1391.0,6460.0,5174.0,5557.0,-52.0,-74.0,-63.0,-57.0,740.0,1034.0,888.0,289.0
665740282,4-11,-1235.0,6577.0,5057.0,,-53.0,-74.0,-63.0,,602.0,644.0,888.0,
665744233,4-11,-1196.0,6538.0,5028.0,5596.0,-52.0,-74.0,-62.0,-59.0,519.0,797.0,890.0,252.0
665744324,4-11,-1195.0,7280.0,4564.0,5493.0,-53.0,-74.0,-57.0,-60.0,484.0,1154.0,1137.0,749.0
665743931,4-11,-1274.0,8188.0,5145.0,5557.0,-52.0,-74.0,-62.0,-59.0,463.0,780.0,749.0,259.0
665742865,4-11,-1352.0,6304.0,5203.0,5518.0,-53.0,-74.0,-63.0,-60.0,629.0,978.0,892.0,315.0
665740971,4-11,-1391.0,6430.0,5057.0,5518.0,-52.0,-74.0,-63.0,-60.0,704.0,1024.0,947.0,364.0
665742224,4-11,-1391.0,6421.0,5086.0,5478.0,-53.0,-74.0,-62.0,-59.0,719.0,907.0,981.0,301.0
665742999,4-11,-1039.0,6343.0,4684.0,5596.0,-52.0,-74.0,-59.0,-58.0,468.0,945.0,1254.0,348.0
665742302,4-11,-1156.0,7397.0,5086.0,5674.0,-53.0,-74.0,-62.0,-59.0,468.0,1014.0,990.0,249.0
665746106,4-11,-1156.0,7397.0,5057.0,5713.0,-52.0,-73.0,-62.0,-59.0,537.0,1147.0,735.0,317.0
665746256,4-11,-1274.0,6616.0,5057.0,5557.0,-44.0,-74.0,-62.0,-58.0,611.0,812.0,869.0,329.0
665744040,4-11,-1078.0,7671.0,4825.0,5596.0,-53.0,-74.0,-60.0,-60.0,426.0,934.0,974.0,269.0
665742016,4-11,-1352.0,6577.0,5028.0,5635.0,-53.0,-74.0,-62.0,-60.0,606.0,858.0,1001.0,266.0
665743842,4-11,-1195.0,7514.0,4003.0,5557.0,-52.0,-74.0,-57.0,-60.0,558.0,1005.0,2742.0,348.0
665744601,4-11,-1274.0,6460.0,5115.0,5674.0,-52.0,-74.0,-62.0,-60.0,451.0,938.0,872.0,250.0
665741510,4-11,-1195.0,8374.0,5321.0,5517.0,-53.0,-74.0,-60.0,-60.0,630.0,892.0,854.0,292.0
665746380,4-11,-1391.0,6616.0,4589.0,5400.0,-51.0,-73.0,-58.0,-59.0,753.0,842.0,1890.0,472.0
665741290,4-11,-1391.0,7515.0,4391.0,5713.0,-53.0,-74.0,-63.0,-59.0,740.0,1091.0,1520.0,206.0
665745200,4-11,-1156.0,6421.0,5057.0,5518.0,-52.0,-74.0,-62.0,-59.0,479.0,889.0,839.0,321.0
665744820,4-11,-1313.0,6303.0,5028.0,5596.0,-52.0,-74.0,-62.0,-59.0,634.0,1005.0,883.0,278.0
665744865,4-11,-1156.0,8130.0,5086.0,5478.0,-52.0,-74.0,-62.0,-59.0,566.0,962.0,796.0,314.0
665746395,4-11,-1156.0,6264.0,5174.0,5361.0,-52.0,-73.0,-64.0,-56.0,508.0,1076.0,850.0,462.0
665743377,4-11,-1156.0,6499.0,4567.0,5713.0,-53.0,-74.0,-58.0,-60.0,422.0,901.0,1348.0,245.0
665742350,4-11,-1391.0,7749.0,4767.0,5635.0,-53.0,-74.0,-61.0,-59.0,740.0,1019.0,1186.0,280.0
665741305,4-11,-1156.0,6538.0,5086.0,5674.0,-52.0,-74.0,-63.0,-59.0,498.0,925.0,936.0,226.0
665741233,4-11,-1391.0,6577.0,5028.0,5635.0,-52.0,-74.0,-63.0,-59.0,726.0,989.0,964.0,300.0
665740627,4-11,-1195.0,6343.0,4679.0,5517.0,-52.0,-74.0,-63.0,-59.0,546.0,945.0,1060.0,386.0
665741858,4-11,-1274.0,8305.0,5086.0,5439.0,-52.0,-74.0,-62.0,-59.0,522.0,906.0,931.0,338.0
665744530,4-11,-1195.0,6577.0,5116.0,5557.0,-52.0,-74.0,-62.0,-60.0,633.0,817.0,826.0,250.0
665741276,4-11,-1391.0,7710.0,3901.0,5674.0,-52.0,-74.0,-56.0,-59.0,740.0,1062.0,1805.0,283.0
665743663,4-11,-1195.0,7671.0,5145.0,5557.0,-52.0,-74.0,-63.0,-59.0,484.0,863.0,787.0,304.0
665745667,4-11,-1352.0,6694.0,5145.0,5723.0,-52.0,-75.0,-62.0,-59.0,686.0,875.0,799.0,266.0
665740362,4-11,-1352.0,7280.0,5125.0,5518.0,-52.0,-74.0,-63.0,-58.0,704.0,1089.0,842.0,369.0
665743542,4-11,-1156.0,7436.0,5057.0,5557.0,-52.0,-74.0,-63.0,-59.0,463.0,1091.0,954.0,319.0
665745334,4-11,-1274.0,7514.0,4998.0,5518.0,-53.0,-74.0,-62.0,-59.0,667.0,1001.0,918.0,315.0
665740121,4-11,-1215.0,7202.0,5957.0,,-54.0,-75.0,-60.0,,102.0,1223.0,66.0,
665740416,4-11,-1156.0,6186.0,5086.0,5518.0,-52.0,-74.0,-63.0,-60.0,573.0,761.0,988.0,293.0
665744190,4-11,-1156.0,7436.0,5030.0,5635.0,-52.0,-74.0,-60.0,-59.0,589.0,960.0,941.0,272.0
665744308,4-11,-1156.0,6304.0,5145.0,5557.0,-52.0,-75.0,-62.0,-60.0,520.0,920.0,853.0,320.0
665740986,4-11,-1117.0,6382.0,5174.0,5713.0,-52.0,-74.0,-63.0,-60.0,450.0,1058.0,814.0,250.0
665745142,4-11,-1274.0,6303.0,5057.0,5518.0,-52.0,-74.0,-62.0,-59.0,624.0,950.0,816.0,308.0
665741360,4-11,-1352.0,7827.0,4998.0,5596.0,-52.0,-74.0,-62.0,-59.0,670.0,1252.0,825.0,305.0
665743693,4-11,-1391.0,8364.0,5145.0,5596.0,-53.0,-74.0,-63.0,-59.0,745.0,951.0,864.0,290.0
665745589,4-11,-1313.0,6108.0,4432.0,5517.0,-53.0,-74.0,-57.0,-59.0,634.0,1135.0,2268.0,315.0
665741320,4-11,-1195.0,8511.0,5086.0,5517.0,-52.0,-74.0,-63.0,-57.0,457.0,1153.0,969.0,383.0
665741478,4-11,-1313.0,6499.0,5057.0,5596.0,-53.0,-74.0,-62.0,-59.0,568.0,1056.0,856.0,312.0
665745485,4-11,-1195.0,6147.0,5145.0,5596.0,-52.0,-75.0,-62.0,-59.0,496.0,1046.0,729.0,286.0
665740511,4-11,-1474.0,7593.0,4684.0,5452.0,-42.0,-74.0,-58.0,-58.0,812.0,1021.0,1217.0,347.0
665742695,4-11,-1352.0,6421.0,5203.0,5635.0,-53.0,-74.0,-62.0,-59.0,650.0,847.0,854.0,273.0
665742800,4-11,-1274.0,6382.0,4854.0,5635.0,-53.0,-75.0,-54.0,-59.0,640.0,908.0,1183.0,219.0
665742727,4-11,-1078.0,6343.0,5174.0,5596.0,-53.0,-75.0,-62.0,-60.0,431.0,990.0,890.0,273.0
665740769,4-11,-1274.0,6186.0,5057.0,5713.0,-52.0,-74.0,-64.0,-59.0,656.0,1125.0,927.0,265.0
665743242,4-11,-1391.0,6421.0,5057.0,5518.0,-52.0,-74.0,-63.0,-59.0,711.0,892.0,927.0,267.0
665746271,4-11,-1391.0,7837.0,4942.0,5725.0,-52.0,-75.0,-60.0,-55.0,753.0,806.0,1066.0,256.0
665741674,4-11,-1235.0,6069.0,5116.0,5478.0,-52.0,-75.0,-62.0,-60.0,519.0,1111.0,942.0,344.0
665742570,4-11,-1195.0,7397.0,3754.0,5557.0,-52.0,-74.0,-55.0,-58.0,604.0,1110.0,1897.0,324.0
665746317,4-11,-1391.0,6303.0,5233.0,5803.0,-52.0,-74.0,-63.0,-57.0,769.0,1125.0,881.0,341.0
665744218,4-11,-1435.0,6343.0,4508.0,5674.0,-45.0,-74.0,-57.0,-59.0,776.0,858.0,1344.0,273.0
665740463,4-11,-1039.0,6108.0,5086.0,4085.0,-52.0,-74.0,-63.0,-53.0,516.0,1090.0,874.0,1257.0
665740833,4-11,-1352.0,6069.0,4854.0,5713.0,-52.0,-74.0,-61.0,-59.0,656.0,1256.0,1068.0,225.0
665745714,4-11,-1274.0,8179.0,4823.0,5596.0,-52.0,-74.0,-57.0,-59.0,522.0,971.0,1776.0,276.0
665741810,4-11,-1234.0,6382.0,4998.0,5596.0,-52.0,-74.0,-63.0,-60.0,638.0,979.0,880.0,312.0
665741524,4-11,-1391.0,7280.0,5116.0,5517.0,-53.0,-74.0,-63.0,-57.0,640.0,1054.0,840.0,446.0
665745699,4-11,-1391.0,7475.0,4537.0,5439.0,-53.0,-75.0,-57.0,-59.0,726.0,1033.0,1289.0,320.0
665741001,4-11,-1391.0,7632.0,5057.0,5557.0,-52.0,-74.0,-64.0,-60.0,688.0,1057.0,943.0,310.0
665741986,4-11,-1274.0,6343.0,5145.0,5635.0,-53.0,-75.0,-58.0,-58.0,893.0,943.0,1730.0,247.0
665740496,4-11,-1195.0,5991.0,5057.0,5557.0,-52.0,-74.0,-63.0,-60.0,561.0,1111.0,832.0,236.0
665740387,4-11,-1352.0,6069.0,4220.0,5830.0,-52.0,-74.0,-60.0,-58.0,753.0,897.0,1286.0,151.0
